ATK sifra;Oznaka;Nezasticeno ime lijeka;DDD i jed mj;Cijena u kn za DDD;Cijena u kn za DDD s PDV-om;Nacin primjene;Nositelj odobrenja;Proizvodac;Zasticeno ime lijeka;Oblik, jacina i pakiranje lijeka;Cijena u kn za jed obl;Cijena u kn za jed obl s PDV-om;Cijena u kn za orig pak;Cijena u kn za orig pak s PDV-om;R;Oznaka indikacije;Oznaka smjernice;Sifra grupe;Grupa;Sifra podgrupe;Podgrupa;Lista
N05CD08 083;DS;midazolam;15 mg;8.7;9.14;P;B. Braun Adria d.o.o.;B. Braun Melsungen AG, B. Braun Medical S.A.;Midazolam B. Braun;amp. 10x50 mg/10 ml;29;30.45;290;304.5;;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CD08 161;DS;midazolam;15 mg;1.9;2;O;Roche d.o.o.;Roche;Dormicum;tbl. 10x15 mg;1.9;2;18.98;19.93;;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 121;;zolpidem;10 mg;0.63;0.66;O;Sandoz d.o.o.;Sandoz-Lek;Sanval;tbl. 20x5 mg;0.31;0.33;6.25;6.56;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 122;;zolpidem;10 mg;0.59;0.62;O;Sandoz d.o.o.;Sandoz-Lek;Sanval;tbl. 20x10 mg;0.56;0.59;11.21;11.77;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 123;;zolpidem;10 mg;0.63;0.66;O;Sandoz d.o.o.;Sandoz-Lek;Sanval;tbl. 30x5 mg;0.31;0.33;9.38;9.85;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 124;;zolpidem;10 mg;0.66;0.69;O;Sandoz d.o.o.;Sandoz-Lek;Sanval;tbl. 30x10 mg;0.56;0.59;16.82;17.66;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 132;;zolpidem;10 mg;0.66;0.69;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Zolsana;tbl. film obl. 20x10 mg;0.56;0.59;11.21;11.77;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 141;;zolpidem;10 mg;0.63;0.66;O;Alkaloid d.o.o.;Alkaloid;Lunata;tbl. film obl. 20x5 mg;0.31;0.33;6.25;6.56;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 142;;zolpidem;10 mg;0.56;0.59;O;Alkaloid d.o.o.;Alkaloid;Lunata;tbl. film obl. 20x10 mg;0.56;0.59;11.21;11.77;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 143;;zolpidem;10 mg;0.54;0.57;O;Alkaloid d.o.o.;ALKALOID-INT d.o.o.;Lunata;tbl. film obl. 30x5 mg;0.27;0.28;8.1;8.51;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CF02 144;;zolpidem;10 mg;0.5;0.53;O;Alkaloid d.o.o.;ALKALOID-INT d.o.o.;Lunata;tbl. film obl. 30x10 mg;0.5;0.53;15;15.75;R;;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CM02 161;DS;klometiazol;1.5 g;15.98;16.78;O;Medis Adria d.o.o.;AndersonBrecon Ltd., Cheplapharm Arzneimittel GmbH;Distraneurin;caps. meka 25x192 mg;2.05;2.15;51.13;53.69;;NN505;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N05CM18 001;DS;deksmedetomidin;1 mg;884.05;928.25;P;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o., Teva Operations Poland Sp. z o.o.;Deksmedetomidin Pliva;konc. za otop. za inf., boč. 25x2 ml (100 mcg/ml);176.81;185.65;4420.25;4641.26;;NN506;;N;Lijekovi s djelovanjem na živčani sustav;N05C;Hipnotici i sedativi;osnovna
N06AA04 051;DS;klomipramin;0.1 g;;;P;;;;;;;;;;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AA04 151;;klomipramin;0.1 g;;;O;;;;;;;;;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AA09 051;DS;amitriptilin;75 mg;;;P;;;;;;;;;;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AA21 103;;maprotilin;0.1 g;3.12;3.28;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Ladiomil;tbl. 30x25 mg;0.78;0.82;23.47;24.64;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB05 101;;paroksetin;20 mg;1.28;1.34;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Deprozel;tbl. 30x20 mg;0.64;0.68;19.29;20.25;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB05 111;;paroksetin;20 mg;1.28;1.34;O;GlaxoSmithKline d.o.o.;SmithKline Beecham Ltd, Glaxo Wellcome Production, S.C. Europharm S.A.;Seroxat;tbl. 30x20 mg;0.64;0.68;19.29;20.25;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB05 115;;paroksetin;20 mg;0.64;0.67;O;PharmaS d.o.o.;PharmaS d.o.o.;Paroksetin PharmaS;tbl. film obl. 30x20 mg;0.64;0.67;19.25;20.21;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB05 116;;paroksetin;20 mg;1.28;1.34;O;PharmaS d.o.o.;PharmaS d.o.o.;Paroksetin PharmaS;tbl. film obl. 30x30 mg;1.92;2.02;57.61;60.49;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 102;;sertralin;50 mg;1.15;1.21;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Luxeta;tbl. 30x50 mg;0.64;0.68;19.29;20.25;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 111;;sertralin;50 mg;0.64;0.68;O;Belupo d.d.;Belupo;Halea;tbl. 30x50 mg;0.64;0.68;19.29;20.25;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 121;;sertralin;50 mg;1.28;1.34;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Sonalia;tbl. film obl. 28x50 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 131;;sertralin;50 mg;1.13;1.18;O;KRKA-FARMA d.o.o.;Krka d.d.;Asentra;tbl. 28x50 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 132;;sertralin;50 mg;0.84;0.88;O;KRKA-FARMA d.o.o.;Krka d.d.;Asentra;tbl. 28x100 mg;1.67;1.76;46.87;49.21;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 162;;sertralin;50 mg;1.13;1.18;O;GENERA d.d.;Genera d.d.;Sertralin Genera;tbl. film obl. 28x50 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 163;;sertralin;50 mg;0.84;0.88;O;GENERA d.d.;Genera d.d.;Sertralin Genera;tbl. film obl. 28x100 mg;1.67;1.76;46.87;49.21;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB06 171;;sertralin;50 mg;0.64;0.68;O;Pfizer Croatia d.o.o.;Haupt Pharma;Zoloft;tbl. 28x50 mg;0.64;0.68;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 101;;escitalopram;10 mg;0.68;0.71;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Serpentil;tbl. film obl. 28x10 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 111;;escitalopram;10 mg;0.83;0.87;O;Belupo d.d.;Belupo;Citram;tbl. film obl. 28x10 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 121;;escitalopram;10 mg;0.64;0.68;O;Sandoz d.o.o.;Sandoz-Lek;Escitalon;tbl. film obl. 28x10 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 128;;escitalopram;10 mg;0.68;0.71;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Escital;tbl. rasp. za usta 28x10 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 132;;escitalopram;10 mg;0.64;0.68;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Elicea;tbl. film obl. 28x10 mg;0.64;0.68;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 133;;escitalopram;10 mg;0.84;0.88;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Elicea;tbl. film obl. 28x20 mg;1.67;1.76;46.87;49.21;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 135;;escitalopram;10 mg;0.64;0.68;O;Mylan Hrvatska d.o.o.;Genera d.d.;Compassia;tbl. film obl. 28x10 mg;0.64;0.68;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 136;;escitalopram;10 mg;0.97;1.02;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Elicea Q-Tab;tbl. rasp. za usta 28x5 mg;0.49;0.51;13.61;14.29;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 137;;escitalopram;10 mg;0.61;0.64;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Elicea Q-Tab;tbl. rasp. za usta 28x10 mg;0.61;0.64;17.15;18.01;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 138;;escitalopram;10 mg;0.84;0.88;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Elicea Q-Tab;tbl. rasp. za usta. 28x20 mg;1.67;1.76;46.87;49.21;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 145;;escitalopram;10 mg;0.64;0.68;O;PharmaS d.o.o.;PharmaS d.o.o.;Escitalopram PharmaS;tbl. film obl. 28x10 mg;0.64;0.67;18;18.9;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 146;;escitalopram;10 mg;0.76;0.8;O;Alkaloid d.o.o.;Alkaloid;Zepira;tbl. film obl. 30x10 mg;0.64;0.68;19.29;20.25;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 147;;escitalopram;10 mg;0.97;1.02;O;Alkaloid d.o.o.;Alkaloid;Zepira;tbl. film obl. 30x5 mg;0.49;0.51;14.58;15.31;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AB10 149;;escitalopram;10 mg;0.84;0.88;O;Alkaloid d.o.o.;Alkaloid;Zepira;tbl. film obl. 30x20 mg;1.67;1.75;50.1;52.61;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 101;;mirtazapin;30 mg;1.36;1.43;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o;Odonazin;tbl. rasp. za usta 30x15 mg;0.68;0.71;20.41;21.43;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 102;;mirtazapin;30 mg;1.51;1.59;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o;Odonazin;tbl. rasp. za usta 30x30 mg;1.51;1.59;45.2;47.46;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 103;;mirtazapin;30 mg;1.51;1.59;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o;Odonazin;tbl. rasp. za usta 30x45 mg;2.27;2.38;68.04;71.44;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 111;;mirtazapin;30 mg;1.36;1.43;O;Belupo d.d.;Belupo;Calixta;tbl. film obl. 30x15 mg;0.68;0.71;20.41;21.43;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 112;;mirtazapin;30 mg;1.51;1.59;O;Belupo d.d.;Belupo;Calixta;tbl. film obl. 30x30 mg;1.51;1.58;45.2;47.46;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 113;;mirtazapin;30 mg;1.51;1.59;O;Belupo d.d.;Belupo;Calixta;tbl. film obl. 30x45 mg;2.27;2.38;68.04;71.44;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 131;;mirtazapin;30 mg;1.51;1.59;O;KRKA-FARMA d.o.o.;Krka d.d.;Mirzaten;tbl. film obl. 30x30 mg;1.51;1.58;45.2;47.46;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 132;;mirtazapin;30 mg;1.51;1.59;O;KRKA-FARMA d.o.o.;Krka d.d.;Mirzaten;tbl. film obl. 30x45 mg;2.27;2.38;68.04;71.44;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 133;;mirtazapin;30 mg;1.35;1.42;O;KRKA-FARMA d.o.o.;Krka d.d.;Mirzaten;tbl. film obl. 60x30 mg;1.35;1.42;81.06;85.11;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 134;;mirtazapin;30 mg;1.36;1.43;O;KRKA-FARMA d.o.o.;Krka d.d.;Mirzaten;tbl. film obl. 90x30 mg;1.35;1.42;121.59;127.67;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 135;;mirtazapin;30 mg;1.36;1.43;O;KRKA-FARMA d.o.o.;Krka d.d.;Mirzaten;tbl. film obl. 60x45 mg;2.04;2.14;122.4;128.52;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 136;;mirtazapin;30 mg;1.36;1.43;O;KRKA-FARMA d.o.o.;Krka d.d.;Mirzaten;tbl. film obl. 90x45 mg;2.04;2.14;183.6;192.78;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 137;;mirtazapin;30 mg;1.52;1.6;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Mirzaten Q-Tab;tbl. rasp. za usta 30x15 mg;0.68;0.71;20.41;21.43;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 138;;mirtazapin;30 mg;1.51;1.59;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Mirzaten Q-Tab;tbl. rasp. za usta 30x30 mg;1.51;1.58;45.2;47.46;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX11 139;;mirtazapin;30 mg;1.51;1.59;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Mirzaten Q-Tab;tbl. rasp. za usta 30x45 mg;2.27;2.38;68.04;71.44;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 101;;venlafaksin;0.1 g;1.51;1.59;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Velafax;tbl. 28x37.5 mg;0.57;0.6;15.88;16.67;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 102;;venlafaksin;0.1 g;1.51;1.59;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Velafax;tbl. 28x75 mg;1.13;1.19;31.75;33.34;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 103;;venlafaksin;0.1 g;1.78;1.86;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Velafax XL;caps. s prod. oslob. 28x75 mg;1.33;1.4;37.29;39.15;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 104;;venlafaksin;0.1 g;1.51;1.59;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o.;Velafax XL;caps. s prod. oslob. 28x150 mg;2.27;2.38;63.5;66.68;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 124;;venlafaksin;0.1 g;1.97;2.07;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Faxiven;caps. s prod. oslob., tvrda 28x37.5 mg;0.74;0.77;20.66;21.69;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 125;;venlafaksin;0.1 g;1.78;1.86;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Faxiven;caps. s prod. oslob., tvrda 28x75 mg;1.33;1.4;37.29;39.15;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 126;;venlafaksin;0.1 g;1.36;1.43;O;Jadran - Galenski Laboratorij d.d.;JGL d.d.;Faxiven;caps. s prod. oslob., tvrda 28x150 mg;2.04;2.14;57.15;60.01;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 131;;venlafaksin;0.1 g;1.97;2.07;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Alventa;caps. s prilag. oslob. 28x37.5 mg;0.74;0.77;20.66;21.69;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 132;;venlafaksin;0.1 g;1.78;1.86;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Alventa;caps. s prilag. oslob. 28x75 mg;1.33;1.4;37.29;39.15;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 133;;venlafaksin;0.1 g;1.78;1.86;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Alventa;caps. s prilag. oslob. 60x75 mg;1.33;1.4;79.91;83.91;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX16 134;;venlafaksin;0.1 g;1.51;1.59;O;KRKA-FARMA d.o.o.;KRKA-FARMA d.o.o.;Alventa;caps. s prilag. oslob. 28x150 mg;2.27;2.38;63.5;66.68;R;;;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 101;;duloksetin;60 mg;4.5;4.73;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o., Merckle GmbH, Teva UK Ltd., Teva Gyogyszergyar Zrt.;Duloksetin Pliva;caps. žel. otp. tvrda 28x30 mg;2.25;2.36;63;66.15;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 102;;duloksetin;60 mg;4.5;4.73;O;PLIVA HRVATSKA d.o.o.;Pliva Hrvatska d.o.o., Merckle GmbH, Teva UK Ltd., Teva Gyogyszergyar Zrt.;Duloksetin Pliva;caps. žel. otp. tvrda 28x60 mg;4.5;4.73;126;132.3;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 131;;duloksetin;60 mg;4.5;4.73;O;KRKA-FARMA d.o.o.;Krka d.d., TAD Pharma GmbH;Dulsevia;caps. žel. otp. tvrda 28x30 mg;2.25;2.36;63;66.15;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 132;;duloksetin;60 mg;4.5;4.73;O;KRKA-FARMA d.o.o.;Krka d.d., TAD Pharma GmbH;Dulsevia;caps. žel. otp. tvrda 28x60 mg;4.5;4.73;126;132.3;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 161;;duloksetin;60 mg;4.11;4.32;O;Generics [UK] Limited;McDermott Laboratories Ltd t/a Gerard Laboratories t/a Mylan, Mylan Hungary Kft, Mylan BV;Duloxetine Mylan;caps. žel. otp. tvrda 28x30 mg;2.06;2.16;57.56;60.44;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 162;;duloksetin;60 mg;4.11;4.32;O;Generics [UK] Limited;McDermott Laboratories Ltd t/a Gerard Laboratories t/a Mylan, Mylan Hungary Kft, Mylan BV;Duloxetine Mylan;caps. žel. otp. tvrda 28x60 mg;4.11;4.32;115.1;120.86;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 171;;duloksetin;60 mg;4.5;4.73;O;Eli Lilly Nederland B.V.;Lilly S.A.;Cymbalta;caps. žel. otp. tvrda 28x30 mg;2.25;2.36;63;66.15;R;;pn09;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 172;;duloksetin;60 mg;4.5;4.73;O;Eli Lilly Nederland B.V.;Lilly S.A.;Cymbalta;caps. žel. otp. tvrda 28x60 mg;4.5;4.73;126;132.3;R;;pn09;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 181;;duloksetin;60 mg;3.7;3.89;O;STADA d.o.o.;Stada Arzneimittel AG  Centrafarm Services BV, Stada Arzneimittel GmbH, Clonmel Healthcare Ltd., Stada Nordic ApS;Duloksetin STADA;caps. žel. otp. tvrda 28x30 mg;1.85;1.94;51.8;54.39;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 182;;duloksetin;60 mg;3.7;3.88;O;STADA d.o.o.;Stada Arzneimittel AG  Centrafarm Services BV, Stada Arzneimittel GmbH, Clonmel Healthcare Ltd., Stada Nordic ApS;Duloksetin STADA;caps. žel. otp. tvrda 28x60 mg;3.7;3.88;103.59;108.77;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 183;;duloksetin;60 mg;3.33;3.5;O;Medochemie Ltd.;Medochemie Ltd.;Onelar;caps. žel. otp. tvrda 28x30 mg;1.67;1.75;46.62;48.95;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06AX21 184;;duloksetin;60 mg;3.33;3.5;O;Medochemie Ltd.;Medochemie Ltd.;Onelar;caps. žel. otp. tvrda 28x60 mg;3.33;3.5;93.23;97.89;R;;RN18;N;Lijekovi s djelovanjem na živčani sustav;N06A;Antidepresivi;osnovna
N06BA07 151;DS;modafinil;0.3 g;;;O;;;;;;;;;;NN991;;N;Lijekovi s djelovanjem na živčani sustav;N06B;Psihostimulansi;osnovna
N06BA07 161;;modafinil;0.3 g;34.65;36.38;O;Makpharm d.o.o.;Chanelle Medical;Vigifinil;tbl. 30x100 mg;11.55;12.13;346.5;363.83;RS;;RN21;N;Lijekovi s djelovanjem na živčani sustav;N06B;Psihostimulansi;osnovna
N06BC01 051;DS;kofein citrat;0.4 g;;;P;;;;;;;;;;NN992;;N;Lijekovi s djelovanjem na živčani sustav;N06B;Psihostimulansi;osnovna
N07AA01 051;DS;neostigminij;2 mg;;;P;;;;;;;;;;;;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07AA01 151;;neostigminij;60 mg;;;O;;;;;;;;;R;;;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07AA02 052;DS;piridostigminij;10 mg;;;P;;;;;;;;;;;;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07AA02 151;;piridostigminij;0.18 g;;;O;;;;;;;;;R;;;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BB01 151;;disulfiram;0.2 g;;;O;;;;;;;;;R;;;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 101;;buprenorfin;8 mg;11.81;12.4;SL;PLIVA HRVATSKA d.o.o.;Actavis ehf., Merckle GmbH;Nimedol;tbl. sublingv. 7x2 mg;2.95;3.1;20.67;21.7;RS;;RN13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 102;;buprenorfin;8 mg;10.84;11.38;SL;PLIVA HRVATSKA d.o.o.;Actavis ehf., Merckle GmbH;Nimedol;tbl. subllingv. 7x8 mg;10.84;11.38;75.86;79.65;RS;;RN13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 121;;buprenorfin;8 mg;12.67;13.3;SL;Sandoz d.o.o.;Sandoz-Salutas;Buprenorfin Sandoz;tbl. sublingv. 7x2 mg;3.17;3.33;22.17;23.28;RS;;RN13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 122;;buprenorfin;8 mg;11.12;11.68;SL;Sandoz d.o.o.;Sandoz-Salutas;Buprenorfin Sandoz;tbl. subllingv. 7x8 mg;11.12;11.68;77.86;81.75;RS;;RN13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 142;;buprenorfin;8 mg;12.67;13.3;SL;Alkaloid d.o.o.;Alkaloid;Buprenorfin Alkaloid;tbl. sublingv. 7x2 mg;3.17;3.33;22.17;23.28;RS;;RN13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 143;;buprenorfin;8 mg;11.12;11.68;SL;Alkaloid d.o.o.;Alkaloid;Buprenorfin Alkaloid;tbl. subllingv. 7x8 mg;11.12;11.68;77.86;81.75;RS;;RN13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 161;;buprenorfin;8 mg;32.11;33.72;SL;Indivior UK Limited;RB;Subutex;tbl. sublingv. 7x0.4 mg;1.61;1.69;11.24;11.8;RS;;RN13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
N07BC01 162;;buprenorfin;8 mg;12.67;13.3;SL;Indivior UK Limited;RB;Subutex;tbl. sublingv. 7x2 mg;3.17;3.33;22.17;23.28;RS;;pn13;N;Lijekovi s djelovanjem na živčani sustav;N07;Ostali lijekovi s djelovanjem na živčani sustav;osnovna
